,Year,Source country,Destination country,Value
0,1998,FI,,30934318
1,1998,FR,,6277545600
2,1998,SE,,407987925
3,1999,FI,,40155692
4,1999,ES,,141384
5,1999,SE,,413267400
6,1999,GB,,1519806000
7,2000,BE,,192812922
8,2000,DK,,30781000
9,2000,FI,,23485224
10,2000,FR,,2739100000
11,2000,DE,,680000000
12,2000,IT,,603800316
13,2000,LU,,92747
14,2000,PT,,12726720
15,2000,ES,,138278830
16,2000,SE,,517873930
17,2000,GB,,2823664815
18,2001,BE,AR,371000
19,2001,BE,AU,6499000
20,2001,BE,AT,336000
21,2001,BE,BW,17000
22,2001,BE,BR,4189000
23,2001,BE,BN,22000
24,2001,BE,BG,5000
25,2001,BE,CA,29441000
26,2001,BE,CL,56000
27,2001,BE,CY,63000
28,2001,BE,CZ,11000
29,2001,BE,DK,336000
30,2001,BE,DO,552000
31,2001,BE,TL,392000
32,2001,BE,EC,377000
33,2001,BE,EG,103000
34,2001,BE,FI,71000
35,2001,BE,FR,7474000
36,2001,BE,DE,4497000
37,2001,BE,GR,200000
38,2001,BE,IN,4064000
39,2001,BE,IE,704000
40,2001,BE,IL,118000
41,2001,BE,IT,677000
42,2001,BE,JM,22000
43,2001,BE,JO,589000
44,2001,BE,KW,35000
45,2001,BE,LB,255000
46,2001,BE,LU,764000
47,2001,BE,MY,750000
48,2001,BE,MV,37000
49,2001,BE,MX,1667000
50,2001,BE,MA,620000
51,2001,BE,NL,6670000
52,2001,BE,NZ,952000
53,2001,BE,NO,471000
54,2001,BE,OM,917000
55,2001,BE,PA,2000
56,2001,BE,PE,50000
57,2001,BE,PH,293000
58,2001,BE,PT,622000
59,2001,BE,QA,2241000
60,2001,BE,SA,101266000
61,2001,BE,SG,1476000
62,2001,BE,SI,87000
63,2001,BE,ZA,459000
64,2001,BE,ES,672000
65,2001,BE,SE,3312000
66,2001,BE,CH,1731000
67,2001,BE,TW,3184000
68,2001,BE,TH,14000
69,2001,BE,TT,293000
70,2001,BE,TN,8000
71,2001,BE,TR,496000
72,2001,BE,AE,6228000
73,2001,BE,GB,5046000
74,2001,BE,US,32060000
75,2001,BE,UY,92000
76,2001,BE,VE,1075000
77,2001,FI,AR,8400
78,2001,FI,AU,48200
79,2001,FI,AT,265600
80,2001,FI,BE,34600
81,2001,FI,BG,2300
82,2001,FI,CA,19800
83,2001,FI,CL,19600
84,2001,FI,CZ,845900
85,2001,FI,DK,1300
86,2001,FI,EG,2502400
87,2001,FI,EE,1200
88,2001,FI,FR,82200
89,2001,FI,DE,1836600
90,2001,FI,GR,637700
91,2001,FI,IS,2200
92,2001,FI,IE,39300
93,2001,FI,IT,211700
94,2001,FI,JP,1000
95,2001,FI,JO,126400
96,2001,FI,KW,11200
97,2001,FI,LV,51300
98,2001,FI,LT,31100
99,2001,FI,LU,19500
100,2001,FI,MY,16300
101,2001,FI,NL,94400
102,2001,FI,NZ,7200
103,2001,FI,NO,1100
104,2001,FI,PL,62000
105,2001,FI,PT,18200
106,2001,FI,SG,53600
107,2001,FI,SK,62700
108,2001,FI,SI,725100
109,2001,FI,ZA,5900
110,2001,FI,ES,8700
111,2001,FI,SE,27707000
112,2001,FI,CH,1640800
113,2001,FI,TH,100100
114,2001,FI,AE,182700
115,2001,FI,GB,1126000
116,2001,FI,US,1757900
117,2001,FR,DZ,7742390
118,2001,FR,AR,2912067
119,2001,FR,AU,8734512
120,2001,FR,AT,11357825
121,2001,FR,BH,2135984
122,2001,FR,BE,34923587
123,2001,FR,BJ,57627
124,2001,FR,BW,30745390
125,2001,FR,BR,23798391
126,2001,FR,BN,39330573
127,2001,FR,BG,146261
128,2001,FR,BF,87555
129,2001,FR,CM,2450827
130,2001,FR,CA,14714015
131,2001,FR,CL,12865973
132,2001,FR,CN,8113408
133,2001,FR,CO,2002251
134,2001,FR,CY,32927078
135,2001,FR,CZ,14025615
136,2001,FR,DK,12639309
137,2001,FR,EC,3136415
138,2001,FR,EG,35650106
139,2001,FR,FI,2222407
140,2001,FR,GA,1413975
141,2001,FR,DE,45395434
142,2001,FR,GH,6000
143,2001,FR,GR,95544813
144,2001,FR,GN,940214
145,2001,FR,HU,792711
146,2001,FR,IN,85753487
147,2001,FR,ID,19687450
148,2001,FR,IR,1622235
149,2001,FR,IE,16164251
150,2001,FR,IL,12556996
151,2001,FR,IT,93383648
152,2001,FR,CI,26292
153,2001,FR,JP,32167620
154,2001,FR,JO,6089573
155,2001,FR,KZ,4207251
156,2001,FR,KW,17390025
157,2001,FR,LB,1244893
158,2001,FR,LU,2119012
159,2001,FR,MW,2005000
160,2001,FR,MY,13728527
161,2001,FR,MT,129000
162,2001,FR,MU,100616
163,2001,FR,MX,48312016
164,2001,FR,MA,160724433
165,2001,FR,NL,27879079
166,2001,FR,NZ,14455
167,2001,FR,NE,38689
168,2001,FR,NG,141930
169,2001,FR,NO,13003942
170,2001,FR,OM,16803395
171,2001,FR,PK,51855492
172,2001,FR,PE,4875848
173,2001,FR,PH,1320
174,2001,FR,PL,1704367
175,2001,FR,PT,6787714
176,2001,FR,QA,18293752
177,2001,FR,RO,35655971
178,2001,FR,RU,593640
179,2001,FR,SA,276817792
180,2001,FR,SN,244056
181,2001,FR,SG,43740652
182,2001,FR,SK,337328
183,2001,FR,ZA,25992518
184,2001,FR,KR,34184295
185,2001,FR,ES,105393617
186,2001,FR,LK,391097
187,2001,FR,SE,31223561
188,2001,FR,CH,186815894
189,2001,FR,TH,565918
190,2001,FR,TG,16184
191,2001,FR,TN,3581644
192,2001,FR,TR,200649525
193,2001,FR,AE,641954146
194,2001,FR,GB,139225067
195,2001,FR,US,83655988
196,2001,FR,UY,1022917
197,2001,FR,UZ,31994392
198,2001,FR,VE,23587584
199,2001,FR,VN,124149
200,2001,FR,YE,29191
201,2001,FR,ZW,473971
202,2001,DE,AR,55731
203,2001,DE,AU,87431
204,2001,DE,AT,2864257
205,2001,DE,BE,10047908
206,2001,DE,BR,138049
207,2001,DE,CA,7494005
208,2001,DE,CL,49595
209,2001,DE,CZ,540947
210,2001,DE,DK,4746323
211,2001,DE,EC,223435
212,2001,DE,EE,49084
213,2001,DE,,210141
214,2001,DE,FI,12271
215,2001,DE,FR,14645956
216,2001,DE,GR,38217534
217,2001,DE,HU,10737
218,2001,DE,IE,16873
219,2001,DE,IL,14254818
220,2001,DE,IT,23509201
221,2001,DE,LV,28632
222,2001,DE,LT,409545
223,2001,DE,LU,56242
224,2001,DE,MT,64423
225,2001,DE,MX,2045
226,2001,DE,NL,50783044
227,2001,DE,NO,12441265
228,2001,DE,PL,39881
229,2001,DE,PT,375800
230,2001,DE,RO,1010824
231,2001,DE,SA,756201
232,2001,DE,SG,2737457
233,2001,DE,SI,14849450
234,2001,DE,ZA,875843
235,2001,DE,KR,3559103
236,2001,DE,ES,21320871
237,2001,DE,SE,8156128
238,2001,DE,CH,20798842
239,2001,DE,TH,675928
240,2001,DE,TR,19445964
241,2001,DE,GB,58151782
242,2001,DE,US,33616930
243,2001,IT,DZ,1369248
244,2001,IT,AR,152471
245,2001,IT,AU,2464353
246,2001,IT,AT,643847
247,2001,IT,BH,882934
248,2001,IT,BD,155779
249,2001,IT,BE,6105367
250,2001,IT,BR,10619813
251,2001,IT,CA,1187231
252,2001,IT,CL,3396979
253,2001,IT,CN,8147454
254,2001,IT,CY,5611
255,2001,IT,CZ,10060696
256,2001,IT,DK,5049893
257,2001,IT,EC,655225
258,2001,IT,EG,1309772
259,2001,IT,FR,33238547
260,2001,IT,DE,31743578
261,2001,IT,GH,106169
262,2001,IT,GR,10307769
263,2001,IT,HN,6617067
264,2001,IT,IN,52500047
265,2001,IT,ID,55827
266,2001,IT,IE,548019
267,2001,IT,IL,229782
268,2001,IT,JP,1390136
269,2001,IT,JO,552383
270,2001,IT,KE,2448277
271,2001,IT,KW,6916019
272,2001,IT,LB,223
273,2001,IT,MK,1441077
274,2001,IT,MY,18692346
275,2001,IT,MR,165091
276,2001,IT,MX,191442
277,2001,IT,MA,960900
278,2001,IT,NL,6121778
279,2001,IT,NZ,1440059
280,2001,IT,NG,6222549
281,2001,IT,NO,2026764
282,2001,IT,OM,404103
283,2001,IT,PK,19247587
284,2001,IT,PE,2164600
285,2001,IT,PH,763993
286,2001,IT,PL,674968
287,2001,IT,PT,2429360
288,2001,IT,QA,9662
289,2001,IT,RO,91138
290,2001,IT,SA,251430
291,2001,IT,SG,2265715
292,2001,IT,SI,798
293,2001,IT,ZA,151092
294,2001,IT,KR,5858263
295,2001,IT,ES,45840189
296,2001,IT,SE,389655
297,2001,IT,CH,10234302
298,2001,IT,SY,13572758
299,2001,IT,TW,963725
300,2001,IT,TH,574178
301,2001,IT,TN,319732
302,2001,IT,TR,21017398
303,2001,IT,AE,32666769
304,2001,IT,GB,89364917
305,2001,IT,US,44003339
306,2001,IT,VE,24706002
307,2001,IT,ZM,56976
308,2001,LU,BO,10906
309,2001,LU,DE,3714
310,2001,LU,PT,1174
311,2001,LU,KR,72219
312,2001,LU,SY,130280
313,2001,PT,DZ,26157
314,2001,PT,AO,2757
315,2001,PT,AR,81537
316,2001,PT,AT,11490
317,2001,PT,BE,2871464
318,2001,PT,BR,351649
319,2001,PT,TD,853904
320,2001,PT,CL,48480
321,2001,PT,CO,55125
322,2001,PT,CY,83890
323,2001,PT,CZ,22980
324,2001,PT,FR,161611
325,2001,PT,DE,370714
326,2001,PT,GR,603933
327,2001,PT,IT,178340
328,2001,PT,LV,82270
329,2001,PT,MX,12305
330,2001,PT,MA,65251
331,2001,PT,NZ,452960
332,2001,PT,NO,966065
333,2001,PT,ES,216519
334,2001,PT,TN,1414203
335,2001,PT,GB,17500
336,2001,PT,US,1668651
337,2001,PT,VE,11885
338,2001,ES,AD,7200
339,2001,ES,AO,30000
340,2001,ES,AR,775310
341,2001,ES,AU,1680
342,2001,ES,BH,758720
343,2001,ES,BE,1042200
344,2001,ES,BR,420650
345,2001,ES,CA,46850
346,2001,ES,CL,377900
347,2001,ES,CO,98400
348,2001,ES,CR,27810
349,2001,ES,CU,3490
350,2001,ES,CZ,84410
351,2001,ES,DK,121780
352,2001,ES,DO,431860
353,2001,ES,EC,4470
354,2001,ES,EG,1327370
355,2001,ES,EE,29500
356,2001,ES,FI,5120
357,2001,ES,FR,12447570
358,2001,ES,DE,24063990
359,2001,ES,GR,233430
360,2001,ES,IN,1143880
361,2001,ES,ID,42840
362,2001,ES,IE,31200
363,2001,ES,IL,487980
364,2001,ES,IT,33783090
365,2001,ES,KW,2808970
366,2001,ES,LU,7090
367,2001,ES,MY,2323820
368,2001,ES,MA,28341050
369,2001,ES,NL,106670
370,2001,ES,NI,343210
371,2001,ES,NO,631260
372,2001,ES,PK,242580
373,2001,ES,PA,452530
374,2001,ES,PH,1070190
375,2001,ES,PL,5960
376,2001,ES,PT,11912820
377,2001,ES,SA,26295030
378,2001,ES,SG,338420
379,2001,ES,LK,1624480
380,2001,ES,SE,1329770
381,2001,ES,CH,1904570
382,2001,ES,TH,305330
383,2001,ES,TR,364300
384,2001,ES,AE,52700
385,2001,ES,GB,46701260
386,2001,ES,US,26155290
387,2001,ES,UY,8650
388,2001,ES,VE,29930
389,2001,SE,AR,10816
390,2001,SE,AU,7592909
391,2001,SE,AT,12373629
392,2001,SE,BH,2660763
393,2001,SE,BE,1103243
394,2001,SE,BR,23892786
395,2001,SE,BG,4326
396,2001,SE,CA,9453280
397,2001,SE,CL,454277
398,2001,SE,HR,584070
399,2001,SE,CZ,173058
400,2001,SE,DK,36212335
401,2001,SE,EE,475909
402,2001,SE,FI,6002941
403,2001,SE,FR,9410015
404,2001,SE,DE,25493570
405,2001,SE,GR,13238918
406,2001,SE,HU,75713
407,2001,SE,IS,7571
408,2001,SE,IN,13639114
409,2001,SE,ID,248771
410,2001,SE,IE,1892819
411,2001,SE,IT,1773842
412,2001,SE,JP,2574234
413,2001,SE,LV,43264
414,2001,SE,LT,789576
415,2001,SE,MY,14720725
416,2001,SE,MU,1082
417,2001,SE,MX,5948860
418,2001,SE,NA,10816
419,2001,SE,NL,3482787
420,2001,SE,NZ,594886
421,2001,SE,NO,38645960
422,2001,SE,OM,183874
423,2001,SE,PK,1687313
424,2001,SE,PE,9734
425,2001,SE,PL,21632
426,2001,SE,PT,173058
427,2001,SE,RO,32448
428,2001,SE,RU,43264
429,2001,SE,SA,237954
430,2001,SE,SG,19057985
431,2001,SE,SI,54081
432,2001,SE,ZA,64897
433,2001,SE,KR,21632
434,2001,SE,ES,5948860
435,2001,SE,CH,6943942
436,2001,SE,TH,205506
437,2001,SE,TN,529989
438,2001,SE,TR,151426
439,2001,SE,AE,97345
440,2001,SE,GB,10697132
441,2001,SE,US,46855387
442,2001,SE,VE,4434605
443,2001,GB,DZ,48259
444,2001,GB,AO,48259
445,2001,GB,AU,192712676
446,2001,GB,AT,836482
447,2001,GB,BH,884741
448,2001,GB,BD,1142120
449,2001,GB,BB,1479930
450,2001,GB,BE,17357010
451,2001,GB,BW,2107292
452,2001,GB,BR,26896125
453,2001,GB,BN,1978603
454,2001,GB,CA,194675192
455,2001,GB,CL,48259
456,2001,GB,CO,1222551
457,2001,GB,CZ,3056378
458,2001,GB,DK,32880193
459,2001,GB,DM,16086
460,2001,GB,EC,434327
461,2001,GB,EG,9667806
462,2001,GB,ER,209121
463,2001,GB,FI,17566130
464,2001,GB,FR,86801135
465,2001,GB,GA,1431672
466,2001,GB,DE,226670644
467,2001,GB,GH,546931
468,2001,GB,GR,1737310
469,2001,GB,HK,997344
470,2001,GB,IN,39668569
471,2001,GB,ID,7399652
472,2001,GB,IE,10858185
473,2001,GB,IL,2429016
474,2001,GB,IT,233925520
475,2001,GB,JM,48259
476,2001,GB,JP,1801654
477,2001,GB,JO,7367480
478,2001,GB,KW,93219529
479,2001,GB,MY,42354965
480,2001,GB,MV,16086
481,2001,GB,ML,144776
482,2001,GB,NL,18499130
483,2001,GB,NZ,2622051
484,2001,GB,NG,32172
485,2001,GB,NO,13045907
486,2001,GB,OM,39073380
487,2001,GB,PH,16086
488,2001,GB,PL,3587223
489,2001,GB,PT,6981411
490,2001,GB,QA,5774946
491,2001,GB,RO,16086
492,2001,GB,RU,16086
493,2001,GB,SA,259566923
494,2001,GB,SL,3072464
495,2001,GB,SG,19239095
496,2001,GB,ZA,37722139
497,2001,GB,KR,6016239
498,2001,GB,ES,14976252
499,2001,GB,SE,15217545
500,2001,GB,CH,80350569
501,2001,GB,TH,80431
502,2001,GB,TT,16086
503,2001,GB,TR,16777907
504,2001,GB,UA,48259
505,2001,GB,AE,96935441
506,2001,GB,US,562663104
507,2001,GB,UY,788224
508,2001,GB,ZM,16086
509,2002,BE,AR,109000
510,2002,BE,AU,4773000
511,2002,BE,AT,1613000
512,2002,BE,BR,3343000
513,2002,BE,BN,4458000
514,2002,BE,CA,117446000
515,2002,BE,CL,653000
516,2002,BE,CY,68000
517,2002,BE,CZ,37000
518,2002,BE,DK,220000
519,2002,BE,DO,165000
520,2002,BE,EC,138000
521,2002,BE,EG,112000
522,2002,BE,EE,37000
523,2002,BE,FI,4000
524,2002,BE,FR,1743000
525,2002,BE,DE,1914000
526,2002,BE,GR,1587000
527,2002,BE,IN,4501000
528,2002,BE,IE,186000
529,2002,BE,IT,2488000
530,2002,BE,JO,512000
531,2002,BE,KE,114000
532,2002,BE,KW,485000
533,2002,BE,LB,468000
534,2002,BE,LT,3000
535,2002,BE,LU,904000
536,2002,BE,MY,1096000
537,2002,BE,MV,38000
538,2002,BE,MT,41000
539,2002,BE,MX,4038000
540,2002,BE,MA,102000
541,2002,BE,NP,2128000
542,2002,BE,NL,3760000
543,2002,BE,NZ,5043000
544,2002,BE,NG,365000
545,2002,BE,NO,1562000
546,2002,BE,OM,998000
547,2002,BE,PA,28000
548,2002,BE,PE,4000
549,2002,BE,PH,33000
550,2002,BE,PT,1301000
551,2002,BE,QA,1096000
552,2002,BE,SA,43927000
553,2002,BE,SG,168000
554,2002,BE,SI,35000
555,2002,BE,ZA,53000
556,2002,BE,ES,547000
557,2002,BE,SR,290000
558,2002,BE,SE,3545000
559,2002,BE,CH,639000
560,2002,BE,TW,3269000
561,2002,BE,TZ,27000
562,2002,BE,TH,1420000
563,2002,BE,TR,3284000
564,2002,BE,AE,27752000
565,2002,BE,GB,8606000
566,2002,BE,US,11898000
567,2002,BE,VE,19792000
568,2002,FI,AU,19887
569,2002,FI,AT,171021
570,2002,FI,BE,10844
571,2002,FI,BG,7320
572,2002,FI,CA,13635
573,2002,FI,CL,19476
574,2002,FI,CZ,353728
575,2002,FI,DK,4446
576,2002,FI,EG,4418263
577,2002,FI,EE,48920
578,2002,FI,FR,50160
579,2002,FI,DE,1272180
580,2002,FI,GR,158234
581,2002,FI,IS,4400
582,2002,FI,IE,69878
583,2002,FI,IT,988112
584,2002,FI,JP,10935
585,2002,FI,JO,126930
586,2002,FI,KW,0
587,2002,FI,LV,44349
588,2002,FI,LT,89991
589,2002,FI,LU,29481
590,2002,FI,MY,0
591,2002,FI,MX,0
592,2002,FI,NL,23647
593,2002,FI,NZ,137304
594,2002,FI,NO,25597
595,2002,FI,PL,98782
596,2002,FI,PT,6505
597,2002,FI,SA,883139
598,2002,FI,SG,1101221
599,2002,FI,SK,458505
600,2002,FI,SI,1748511
601,2002,FI,ZA,59248
602,2002,FI,KR,54244
603,2002,FI,ES,16142
604,2002,FI,SE,39133978
605,2002,FI,CH,483837
606,2002,FI,TH,101757
607,2002,FI,AE,7200
608,2002,FI,GB,74741
609,2002,FI,US,1646611
610,2002,IT,DZ,14993411
611,2002,IT,AR,753063
612,2002,IT,AU,863184
613,2002,IT,AT,19046493
614,2002,IT,BH,1569474
615,2002,IT,BD,810475
616,2002,IT,BE,3725034
617,2002,IT,BR,79768
618,2002,IT,BN,534595
619,2002,IT,CA,5594883
620,2002,IT,CL,79768
621,2002,IT,CN,40533731
622,2002,IT,CZ,7942232
623,2002,IT,DK,14224992
624,2002,IT,DO,2436439
625,2002,IT,EC,208136
626,2002,IT,EG,1705741
627,2002,IT,FI,5336
628,2002,IT,FR,18274988
629,2002,IT,DE,23020090
630,2002,IT,GH,19775
631,2002,IT,GR,22785853
632,2002,IT,IN,7614090
633,2002,IT,IL,928795
634,2002,IT,JP,740820
635,2002,IT,KW,183193
636,2002,IT,LU,1416243
637,2002,IT,MY,42023477
638,2002,IT,MR,15772
639,2002,IT,MX,19066
640,2002,IT,MA,183193
641,2002,IT,NL,5277235
642,2002,IT,NZ,161302
643,2002,IT,OM,528709
644,2002,IT,PK,17566258
645,2002,IT,PE,97430
646,2002,IT,PH,522635
647,2002,IT,PL,2496052
648,2002,IT,PT,427903
649,2002,IT,QA,17323
650,2002,IT,RO,6873460
651,2002,IT,SA,33011
652,2002,IT,SG,9997835
653,2002,IT,ZA,1189217
654,2002,IT,KR,40553731
655,2002,IT,ES,18229459
656,2002,IT,SE,5673365
657,2002,IT,CH,19182668
658,2002,IT,SY,18806000
659,2002,IT,TW,7132070
660,2002,IT,TH,2033749
661,2002,IT,TN,16151
662,2002,IT,TR,19136686
663,2002,IT,GB,27302387
664,2002,IT,US,29861770
665,2002,IT,VE,5713177
666,2002,IT,ZM,88572
667,2002,LU,BO,15166
668,2002,LU,GA,890
669,2002,LU,DE,400
670,2002,LU,IT,12192
671,2002,LU,PL,397
672,2002,LU,PT,100
673,2002,LU,CH,12134
674,2002,LU,US,145
675,2002,NL,AO,400000
676,2002,NL,AR,10000
677,2002,NL,AU,180000
678,2002,NL,AT,1030000
679,2002,NL,BH,240000
680,2002,NL,BD,520000
681,2002,NL,BW,10000
682,2002,NL,BR,390000
683,2002,NL,BN,10000
684,2002,NL,BG,440000
685,2002,NL,CL,510000
686,2002,NL,HR,140000
687,2002,NL,CZ,10000
688,2002,NL,DK,870000
689,2002,NL,EG,10000
690,2002,NL,ER,60000
691,2002,NL,FI,550000
692,2002,NL,FR,21890000
693,2002,NL,DE,75360000
694,2002,NL,GR,46780000
695,2002,NL,HU,10000
696,2002,NL,IN,100000
697,2002,NL,ID,960000
698,2002,NL,IE,1130000
699,2002,NL,IT,4990000
700,2002,NL,JP,20000
701,2002,NL,KE,10000
702,2002,NL,KW,2170000
703,2002,NL,MY,4520000
704,2002,NL,MA,110000
705,2002,NL,NL,18100000
706,2002,NL,NZ,10000
707,2002,NL,NO,1050000
708,2002,NL,OM,2580000
709,2002,NL,PE,10000
710,2002,NL,PL,10000
711,2002,NL,PT,470000
712,2002,NL,QA,1580000
713,2002,NL,RO,10000
714,2002,NL,SA,20980000
715,2002,NL,SG,530000
716,2002,NL,SK,30000
717,2002,NL,ZA,40000
718,2002,NL,KR,7960000
719,2002,NL,ES,1030000
720,2002,NL,SE,2700000
721,2002,NL,CH,5610000
722,2002,NL,TW,38370000
723,2002,NL,TH,2320000
724,2002,NL,TR,21830000
725,2002,NL,AE,339000000
726,2002,NL,GB,11190000
727,2002,NL,YE,150000
728,2002,PT,BE,3211067
729,2002,PT,BW,46111
730,2002,PT,TD,169373
731,2002,PT,CO,32842
732,2002,PT,FJ,86633
733,2002,PT,FR,120491
734,2002,PT,DE,81273
735,2002,PT,GR,6838
736,2002,PT,IE,10400
737,2002,PT,IT,21111
738,2002,PT,MA,8398
739,2002,PT,NO,741138
740,2002,PT,ZA,1149
741,2002,PT,LK,222
742,2002,PT,TN,222
743,2002,PT,TR,197470
744,2002,PT,GB,23008
745,2002,PT,US,1140622
746,2002,PT,UY,180444
747,2002,ES,AD,34430
748,2002,ES,AO,1161200
749,2002,ES,AR,9230
750,2002,ES,AU,6600
751,2002,ES,BE,1184320
752,2002,ES,BR,1778610
753,2002,ES,CA,753820
754,2002,ES,CL,3430
755,2002,ES,CO,438300
756,2002,ES,CR,137960
757,2002,ES,CU,22780
758,2002,ES,EG,1504890
759,2002,ES,FR,5581280
760,2002,ES,DE,61507470
761,2002,ES,GH,15350
762,2002,ES,GR,4199320
763,2002,ES,IN,3389810
764,2002,ES,ID,725040
765,2002,ES,IR,350
766,2002,ES,IL,1597100
767,2002,ES,IT,71639500
768,2002,ES,JO,483870
769,2002,ES,KW,1850760
770,2002,ES,LU,244750
771,2002,ES,MY,1787650
772,2002,ES,MX,636600
773,2002,ES,MD,63980
774,2002,ES,MA,6647950
775,2002,ES,NL,473660
776,2002,ES,NO,500100
777,2002,ES,PE,1990
778,2002,ES,PH,207210
779,2002,ES,QA,25600
780,2002,ES,CH,20210
781,2002,ES,TH,174500
782,2002,ES,TR,56210
783,2002,ES,AE,1980100
784,2002,ES,GB,84550540
785,2002,ES,US,13546640
786,2002,ES,UY,2108600
787,2002,ES,VE,3625080
788,2002,SE,AU,13000000
789,2002,SE,AT,5500000
790,2002,SE,BH,20000
791,2002,SE,BE,1550000
792,2002,SE,BR,4000000
793,2002,SE,BG,3000
794,2002,SE,CA,1600000
795,2002,SE,CL,3000000
796,2002,SE,HR,250000
797,2002,SE,CZ,300000
798,2002,SE,DK,9500000
799,2002,SE,EE,400000
800,2002,SE,FI,8700000
801,2002,SE,FR,52000000
802,2002,SE,DE,23600000
803,2002,SE,GR,300000
804,2002,SE,HU,90000
805,2002,SE,IS,10000
806,2002,SE,IN,700000
807,2002,SE,ID,100000
808,2002,SE,IE,1000000
809,2002,SE,IT,1300000
810,2002,SE,JP,200000
811,2002,SE,LT,20000
812,2002,SE,MY,3000000
813,2002,SE,MX,28000000
814,2002,SE,NL,5500000
815,2002,SE,NC,10000
816,2002,SE,NZ,400000
817,2002,SE,NO,18000000
818,2002,SE,OM,30000
819,2002,SE,PK,140000
820,2002,SE,PL,30000
821,2002,SE,PT,40000
822,2002,SE,RO,5000
823,2002,SE,RU,100000
824,2002,SE,SA,100000
825,2002,SE,SG,45500000
826,2002,SE,SK,10000
827,2002,SE,ZA,39000000
828,2002,SE,KR,10000
829,2002,SE,ES,1300000
830,2002,SE,CH,39000000
831,2002,SE,TH,2500000
832,2002,SE,TN,200000
833,2002,SE,TR,300000
834,2002,SE,AE,2700000
835,2002,SE,GB,7400000
836,2002,SE,US,50000000
837,2002,SE,VN,1300000
838,2002,GB,AR,270300
839,2002,GB,AU,37412700
840,2002,GB,AT,1415100
841,2002,GB,BH,210000
842,2002,GB,BD,588300
843,2002,GB,BE,4992600
844,2002,GB,BZ,79500
845,2002,GB,BJ,30000
846,2002,GB,BW,360000
847,2002,GB,BR,5517300
848,2002,GB,BN,938100
849,2002,GB,CA,87084300
850,2002,GB,TD,10000
851,2002,GB,CL,333900
852,2002,GB,CN,31800
853,2002,GB,CO,31800
854,2002,GB,HR,15900
855,2002,GB,CY,47700
856,2002,GB,CZ,1574100
857,2002,GB,DK,10319100
858,2002,GB,EC,95400
859,2002,GB,EG,5090000
860,2002,GB,EE,15900
861,2002,GB,FI,13292400
862,2002,GB,FR,61771500
863,2002,GB,DE,203154300
864,2002,GB,GH,1600000
865,2002,GB,GR,143100
866,2002,GB,GY,95400
867,2002,GB,HK,79500
868,2002,GB,HU,31800
869,2002,GB,IS,95400
870,2002,GB,IN,109678200
871,2002,GB,ID,3386700
872,2002,GB,IE,763200
873,2002,GB,IL,2170000
874,2002,GB,IT,156567300
875,2002,GB,JP,5883000
876,2002,GB,JO,38340000
877,2002,GB,KE,600000
878,2002,GB,KW,10640000
879,2002,GB,LT,1287900
880,2002,GB,LU,1160700
881,2002,GB,MY,20256600
882,2002,GB,MT,47700
883,2002,GB,MU,30000
884,2002,GB,MX,15900
885,2002,GB,MA,508800
886,2002,GB,NR,31800
887,2002,GB,NP,174900
888,2002,GB,NL,9158400
889,2002,GB,NZ,95400
890,2002,GB,NG,10000
891,2002,GB,NO,27968100
892,2002,GB,OM,46040000
893,2002,GB,PK,477000
894,2002,GB,PH,492900
895,2002,GB,PT,9269700
896,2002,GB,QA,3160000
897,2002,GB,RU,15900
898,2002,GB,SA,6356000
899,2002,GB,SG,6201000
900,2002,GB,SK,63600
901,2002,GB,ZA,4870000
902,2002,GB,KR,27713700
903,2002,GB,ES,13960200
904,2002,GB,LK,127200
905,2002,GB,SE,15248100
906,2002,GB,CH,34328100
907,2002,GB,TW,985800
908,2002,GB,TH,1764900
909,2002,GB,TT,15900
910,2002,GB,TR,55888500
911,2002,GB,AE,15500000
912,2002,GB,US,257929800
913,2002,GB,UY,572400
914,2002,GB,ZM,10000
915,2003,AT,AD,11475
916,2003,AT,AD,20712
917,2003,AT,AR,292287
918,2003,AT,AU,1515788
919,2003,AT,AU,4000
920,2003,AT,BD,15935
921,2003,AT,BY,26420
922,2003,AT,BE,47040
923,2003,AT,BA,495835
924,2003,AT,BW,274620
925,2003,AT,BR,7416
926,2003,AT,BR,89707
927,2003,AT,BR,369064
928,2003,AT,BG,35926
929,2003,AT,BG,3310620
930,2003,AT,BG,30889
931,2003,AT,BG,29654
932,2003,AT,CA,1805
933,2003,AT,CA,148749
934,2003,AT,CL,9610
935,2003,AT,HR,520954
936,2003,AT,HR,282349
937,2003,AT,HR,1083600
938,2003,AT,HR,475434
939,2003,AT,CY,128
940,2003,AT,CZ,106317
941,2003,AT,CZ,52351
942,2003,AT,CZ,2257
943,2003,AT,CZ,785416
944,2003,AT,CZ,2400
945,2003,AT,DK,248620
946,2003,AT,DO,11697
947,2003,AT,EG,342560
948,2003,AT,EG,46325
949,2003,AT,EE,35507
950,2003,AT,,8100
951,2003,AT,,782577
952,2003,AT,,19342
953,2003,AT,FI,40300
954,2003,AT,FR,146271
955,2003,AT,GA,882732
956,2003,AT,GA,16770
957,2003,AT,GA,11272
958,2003,AT,GE,14650
959,2003,AT,DE,346535
960,2003,AT,GR,975759
961,2003,AT,GY,40003
962,2003,AT,HK,27633
963,2003,AT,HU,244191
964,2003,AT,HU,1096
965,2003,AT,HU,226672
966,2003,AT,IN,1828
967,2003,AT,IN,1242894
968,2003,AT,IN,159547
