,Year,Military Expenditure GDP,Relative Military Expenditure,Military Expenditure USD,Total Armed Forces Personel,Relative Armed Forces Personel,Destination country,source_hash
0,1970,1.62960609911055,,2939585.50125376,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1,1973,1.86891025641026,,3341271.55123016,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
2,1974,1.61082474226804,,3581366.35143003,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
3,1975,1.72206572769953,,4203664.56865451,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
4,1976,2.04608695652174,,5393251.2159455,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
5,1977,2.0114747930775,,6127288.0633346,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
6,2004,2.43125786929857,16.134336001725,125111557.457054,27000.0,0.487255735992571,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
7,2005,1.99206569856085,12.6897579454611,122727193.134874,27000.0,0.466501962677424,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
8,2006,1.89623399634252,10.3603817107467,131346231.269517,51000.0,0.839939761496634,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
9,2007,2.56626735198569,11.9484046164291,219580214.296198,51000.0,0.833395974207212,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
10,2008,2.335545701939,11.1654087876017,240532594.620985,94000.0,1.51256839745792,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
11,2009,2.08741255278385,9.86038937465642,251869514.820335,255745.0,3.92894424938031,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
12,2010,1.94583569418812,9.35459613289025,298146852.519599,306800.0,4.54987256500994,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
13,2011,1.82134545354632,8.30276004557373,325807003.657989,340350.0,4.79485730949828,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
14,2012,1.17541612009987,4.696372864714,238583385.374322,338150.0,4.49615835412549,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
15,2013,1.07694976762403,4.31176435442433,217194107.113298,330650.0,4.19523173500904,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
16,2014,1.29801287790022,5.10979266008033,268227074.235808,308800.0,3.72705501582188,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
17,2015,0.994575822723645,3.83314218682084,199518614.831897,319400.0,3.70073240669033,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
18,2016,0.956772140958855,3.6802510519657,185878310.062383,323000.0,3.62353877713756,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
19,2017,0.945226799939516,3.65259208973618,191407113.244397,323000.0,3.49015888651181,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
20,2018,1.00674629248273,3.72485527466578,198074728.574408,272900.0,2.83864906517014,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
21,2019,1.11823060279695,4.27573619654266,225835643.869378,278000.0,2.78231432905891,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
22,2020,1.35885692738929,4.97282537449934,279576954.925193,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
23,2021,,,278250788.014927,,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
24,1985,,,,47000.0,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
25,1989,,,,55000.0,,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
26,1990,,,,58000.0,2.19533566871628,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
27,1991,,,,45000.0,1.7009251899083,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
28,1992,,,,45000.0,1.52161093287599,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
29,1993,,,,45000.0,1.31578370270306,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
30,1994,,,,45000.0,1.19850075545498,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
31,1995,,,,383000.0,9.65875833761421,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
32,1996,,,,429000.0,10.4504357027808,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
33,1997,,,,429000.0,10.1114713109982,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
34,1998,,,,400000.0,9.12018072550126,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
35,1999,,,,400000.0,8.79832092843402,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
36,2000,,,,400000.0,8.70568452906273,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
37,2002,,,,120000.0,2.43693120502593,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
38,2003,,,,130000.0,2.44577620094196,AF,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
39,1985,1.715e-05,,1146467009.82686,49500.0,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
40,1986,1.73e-05,,1156494418.07607,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
41,1987,22.25,,1487398890.30015,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
42,1988,21.9805,,1469382980.14573,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
43,1989,19.4323333333333,,1948559395.68153,107000.0,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
44,1990,17.4636666666667,,1751153151.94866,115000.0,2.35202250415132,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
45,1991,7.1025,,1031247788.04428,150000.0,2.97353494428884,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
46,1992,5.68283054258138,,794138821.161656,128000.0,2.46056653775605,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
47,1993,17.5225890755741,,1774397876.82742,128000.0,2.38774341458501,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
48,1994,5.70928069083604,,594991178.694447,120000.0,2.17100421247184,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
49,1995,4.70739276826233,,233843714.8893,122000.0,2.1363031449184,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
50,1996,2.44784815671705,6.0329203539823,159741933.468199,106400.0,1.80005454300608,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
51,1997,5.97226820719497,13.8754641909814,456780475.026196,125500.0,2.05029345335582,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
52,1998,2.64201188106298,6.23386766076421,170278292.568682,129000.0,2.03559321525736,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
53,1999,17.334692213616,27.3755173365217,1066588789.23285,127500.0,1.94437264244817,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
54,2000,6.39260315427404,12.8833216075983,583621333.598924,117500.0,1.73125474713735,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
55,2001,4.52435381521461,10.7886306722638,404299139.990661,145500.0,2.06938366074396,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
56,2002,2.86993244512575,9.19173249002421,438686245.411232,110000.0,1.50978491604086,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
57,2003,3.76147907354734,10.934564719985,670021164.432494,130000.0,1.72081793918285,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
58,2004,3.47118018672779,11.647001444409,817533582.152083,118000.0,1.50541118775667,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
59,2005,3.69224094698531,13.9189386804869,1365055398.69044,118000.0,1.45078369983039,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
60,2006,3.76149530543532,12.2908861158394,1970309115.18376,110000.0,1.3029690993771,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
61,2007,3.11405449295742,8.16725533071883,2032432883.4343,117000.0,1.3351721430597,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
62,2008,3.5731203644916,6.78449029078347,3163591147.40902,117000.0,1.28660189964021,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
63,2009,4.70961004832051,10.4641587891309,3311193245.27722,117000.0,1.23996528945029,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
64,2010,4.17758456553984,10.6044905350185,3500794836.44649,117000.0,1.19464602536162,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
65,2011,3.25566035129376,8.70454255544237,3639496373.5446,117000.0,1.1496941027571,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
66,2012,3.2366594992166,8.69862287926,4144634851.46856,117000.0,1.10713928834222,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
67,2013,4.45523942155109,12.0250725449374,6090751702.00884,117000.0,1.06669253472039,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
68,2014,4.69845451564414,12.8877429712969,6846249313.34052,117000.0,1.02834668396867,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
69,2015,3.1054262930828,11.4798495273084,3608299114.61674,117000.0,0.991942964466483,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
70,2016,2.73334065530719,12.3999600882007,2764054937.15976,117000.0,0.956438790901144,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
71,2017,2.50798545587522,10.4140772790419,3062872913.9838,117000.0,0.922054043242443,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
72,2018,1.87177586619642,9.50392169689592,1983613748.00089,117000.0,0.889503516389862,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
73,2019,1.64374028332038,8.52361744119801,1470938717.28754,117000.0,0.858413245859312,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
74,2020,1.4441630818427,7.46236441698328,993594404.625879,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
75,2021,1.13205982131155,6.77582009681349,981451011.871799,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
76,1978,,,343271609.064777,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
77,1979,,,504712881.877131,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
78,1980,,,497359449.16104,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
79,1981,,,618891637.14152,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
80,1982,,,668493883.280968,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
81,1983,,,778628250.551507,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
82,1984,,,1066247743.83314,,,AO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
83,1980,6.05202163275818,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
84,1981,5.84831705344366,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
85,1982,5.65159574468085,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
86,1983,5.44128198995456,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
87,1984,6.11750454270139,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
88,1985,5.65142619937141,,0.0,40400.0,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
89,1986,5.62618650405569,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
90,1987,5.86222892264873,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
91,1988,5.61731662843362,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
92,1989,5.16761272357288,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
93,1990,5.8883007196812,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
94,1991,5.79127042184833,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
95,1992,4.6708878237371,,31559657.4817579,65000.0,4.51909212134527,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
96,1993,3.19945106674965,,39289843.4285042,65000.0,4.59832889653548,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
97,1994,2.54781906037648,,49649504.9316606,65000.0,4.66982873941925,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
98,1995,2.05358735905793,,50907521.7778257,86500.0,6.34553608042472,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
99,1996,1.37902962734156,,45713356.1086709,67500.0,5.02438501527413,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
100,1997,1.28308078036268,4.42469942524728,29825491.9997583,67500.0,4.96108305955505,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
101,1998,1.23824256064749,3.58251376938142,33638047.439804,67500.0,5.01888214995528,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
102,1999,1.24921009885957,3.57882714586864,42784205.2131221,67500.0,5.09156135934882,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
103,2000,1.24636024189216,3.84384065661926,45362503.3922719,67500.0,5.1237207777125,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
104,2001,1.30929137475594,4.14741288966839,53232045.1615151,40500.0,3.10415235946238,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
105,2002,1.32003449433204,4.26975280105134,58649352.5025864,27000.0,2.06405764683668,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
106,2003,1.33684292419802,4.61292952593064,76142881.7606657,22000.0,1.6990424351294,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
107,2004,1.38115794211088,4.66321103763279,100922358.435493,21500.0,1.67815749234877,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
108,2005,1.35000497056322,4.73437520175261,110140852.685934,22500.0,1.77659864267864,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
109,2006,1.56776908873068,5.42898862467715,140983900.659916,11500.0,0.920030176989805,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
110,2007,1.8207653435572,6.22608105672699,194840309.240843,14500.0,1.17742781555471,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
111,2008,1.98486885667765,6.25619786501779,255677957.818501,14500.0,1.19622455032269,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
112,2009,1.5172171395597,4.64272721436367,182736862.497776,14745.0,1.17124573839716,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
113,2010,1.55859189302349,5.30374152460951,185893241.995074,14745.0,1.16042513506813,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
114,2011,1.52826633776627,5.28386450211732,197006789.236335,14750.0,1.0620672076129,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
115,2012,1.48708257655216,5.26790009594914,183204695.660212,14750.0,1.11011180142922,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
116,2013,1.40898210141146,4.82648553602103,180015508.820867,8500.0,0.692216232063456,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
117,2014,1.34651599128914,4.24378498276555,178120368.027763,8500.0,0.676692327901219,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
118,2015,1.16230386432234,3.77889251316413,132350667.590834,8500.0,0.649676728503153,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
119,2016,1.10358100880452,3.78723434007733,130853162.620284,8500.0,0.627307198977415,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
120,2017,1.10869638590383,3.80518109954003,144382688.719935,9000.0,0.653443392561926,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
121,2018,1.16054478505068,4.02942680104453,175886688.575874,9000.0,0.638574587995223,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
122,2019,1.29967633671403,4.45765862935157,200111036.277918,8000.0,0.558267806649528,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
123,2020,1.25826801032012,3.79523306941549,187433233.87483,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
124,2021,1.4156359265316,4.18588825092418,236421756.093792,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
125,1975,,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
126,1976,,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
127,1977,,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
128,1978,,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
129,1979,,,0.0,,,AL,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
130,1997,6.75906148063517,19.1598216381131,3335766741.48489,65500.0,4.26678131605775,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
131,1998,8.62972120984848,20.6072477962782,4010347174.94894,65500.0,3.982225291812,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
132,1999,7.6695379976034,20.6520006376534,4233083730.42886,65500.0,3.71423629914629,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
133,2000,8.3237222448449,26.1858822672831,5875833900.61266,66000.0,3.49247187104947,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
134,2001,5.61210552340521,22.2450898453824,5797957794.41797,66000.0,3.26173979223706,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
135,2002,4.87553180534483,22.8546521764398,5354118447.92376,41500.0,1.91860403295191,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
136,2003,4.69230626722928,23.4029772501392,5834717494.89449,50500.0,2.18836017721817,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
137,2004,4.6114776396626,26.042587718842,6816882232.81144,50000.0,2.03458799593082,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
138,2005,3.65647067832081,23.2249044823855,6604220558.20286,51000.0,1.90910132237085,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
139,2006,3.22597447304637,20.6432633849774,7165418652.14432,51000.0,1.64668792939002,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
140,2007,3.28052136989454,18.5816629191982,8460993873.38325,51000.0,1.35309632215154,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
141,2008,3.6680226492701,16.7108388253614,11571681415.9292,51000.0,1.11900534028843,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
142,2009,5.45710777311036,15.5930955120829,13836351259.3601,51000.0,0.962461909626336,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
143,2010,6.03859220826788,18.7415637308207,17504697072.8387,51000.0,0.897082634503029,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
144,2011,5.46631452753061,17.5485140622275,19181756296.8005,51000.0,0.881919915446361,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
145,2012,5.07555649376756,17.4275928988533,19024098025.8679,51000.0,0.867489750013268,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
146,2013,6.03468625064444,19.9148885242204,23561061946.9027,63000.0,1.05462594091885,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
147,2014,5.64365135247024,17.0387678455648,22755071477.1954,63000.0,1.03850752950927,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
148,1985,,,,43000.0,,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
149,1989,,,,43000.0,,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
150,1990,,,,66000.0,6.79481411550566,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
151,1991,,,,66000.0,6.33205285153447,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
152,1992,,,,55000.0,4.93108583406627,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
153,1993,,,,55000.0,4.61058960219833,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
154,1994,,,,60000.0,4.72801688847633,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
155,1995,,,,71000.0,5.26960720644762,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
156,1996,,,,65500.0,4.56077317290553,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
157,2015,,,,63000.0,1.02341608491689,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
158,2016,,,,63000.0,1.00894372560318,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
159,2017,,,,63000.0,0.995492473286829,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
160,2018,,,,63000.0,0.983613314439631,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
161,2019,,,,63000.0,0.972296794985665,AE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
162,1960,1.55,,0.0,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
163,1961,2.14,,0.0,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
164,1962,2.66,,305162407.203668,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
165,1963,1.68,,242219771.188823,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
166,1964,1.15,,245740498.034076,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
167,1965,1.07,,252407602.894431,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
168,1966,1.168,,279225436.289744,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
169,1967,1.4,,251930719.052261,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
170,1968,1.68571428571429,,337142857.142857,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
171,1969,1.9375,,442857142.857143,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
172,1970,1.87777777777778,,445713893.877895,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
173,1971,1.80769230769231,,519719484.172883,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
174,1972,1.82380952380952,,766000000.0,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
175,1973,1.84857142857143,,1294000000.0,,,AR,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
